video_path,video_url,keys
/home/intern/interndata/vipul/BMT/submodules/video_features/kinetics/279.mp4,https://www.youtube.com/watch?v=9nFZnrFaYKg,Al Feuerbach Power Positionavi
/home/intern/interndata/vipul/BMT/submodules/video_features/kinetics/280.mp4,https://www.youtube.com/watch?v=9uMNo3fIZ78,Adam Nelson 2173 (Helsinki 2005 World Championships)
/home/intern/interndata/vipul/BMT/submodules/video_features/kinetics/281.mp4,https://www.youtube.com/watch?v=Qpeckr2l7Ws,245 Mens Shot Put JOE KOVACS 22 56m new DL record   Monaco 2015
/home/intern/interndata/vipul/BMT/submodules/video_features/kinetics/282.mp4,https://www.youtube.com/watch?v=P9xr7ejGVfA,Andrew Vollet Shot Put 60125
/home/intern/interndata/vipul/BMT/submodules/video_features/kinetics/283.mp4,https://www.youtube.com/watch?v=9lexUVoodXI,Alyssa Sialaris @ 2012 NCAA FOR SHOT PUT
/home/intern/interndata/vipul/BMT/submodules/video_features/kinetics/284.mp4,https://www.youtube.com/watch?v=MW_vlolbQPE,Al Feuerbach Side Slow Moavi
/home/intern/interndata/vipul/BMT/submodules/video_features/kinetics/285.mp4,https://www.youtube.com/watch?v=5_WAkX7Ws5c,1621 m shot put in slow
/home/intern/interndata/vipul/BMT/submodules/video_features/kinetics/286.mp4,https://www.youtube.com/watch?v=0Bnpkk71VB4,60 year old grandpa climbs 30 ft rope only using hands
/home/intern/interndata/vipul/BMT/submodules/video_features/kinetics/287.mp4,https://www.youtube.com/watch?v=MX2RGnZIJY4,4 year old climbing a rope
/home/intern/interndata/vipul/BMT/submodules/video_features/kinetics/288.mp4,https://www.youtube.com/watch?v=WI7YkvDS5cM,170 Option CrossFit - Projet365 - Variation Rope climb pied au sol
/home/intern/interndata/vipul/BMT/submodules/video_features/kinetics/289.mp4,https://www.youtube.com/watch?v=V0JEIxPf8b8,Alfonso Baez - Snowboard Sierra Nevada 2015
/home/intern/interndata/vipul/BMT/submodules/video_features/kinetics/290.mp4,https://www.youtube.com/watch?v=A0iK_Je77gM,Abby snowboarding
/home/intern/interndata/vipul/BMT/submodules/video_features/kinetics/291.mp4,https://www.youtube.com/watch?v=3emi3QvN5FI,24 Akiva hugging baby belly
/home/intern/interndata/vipul/BMT/submodules/video_features/kinetics/292.mp4,https://www.youtube.com/watch?v=1fb0JoG90K0,5Stars 2010 06 Jun Going to the hospital 47   Sydney Hugging and Feeding Rylie
/home/intern/interndata/vipul/BMT/submodules/video_features/kinetics/293.mp4,https://www.youtube.com/watch?v=OwCpIFH664c,2 handed catch in Frisbee
/home/intern/interndata/vipul/BMT/submodules/video_features/kinetics/294.mp4,https://www.youtube.com/watch?v=3-WafLXpDnk,Antifouling Entfernung an einer V52 mit dem torbo Strahlsystem
/home/intern/interndata/vipul/BMT/submodules/video_features/kinetics/295.mp4,https://www.youtube.com/watch?v=Hfh7f8kkw_I,210-748-4051 Sand blasting San Antonio TX
/home/intern/interndata/vipul/BMT/submodules/video_features/kinetics/296.mp4,https://www.youtube.com/watch?v=Ce6ITGS_V7s,ARMEX Sodium Bicarbonate Blasting
/home/intern/interndata/vipul/BMT/submodules/video_features/kinetics/297.mp4,https://www.youtube.com/watch?v=9uFAy3m6_V8,Ali badal Keyboard player  (03466394664) laas da meene raka
/home/intern/interndata/vipul/BMT/submodules/video_features/kinetics/298.mp4,https://www.youtube.com/watch?v=MvXzQ8i4EvM,Amanda playing London Bridge on keyboard
/home/intern/interndata/vipul/BMT/submodules/video_features/kinetics/299.mp4,https://www.youtube.com/watch?v=OURWOBMfA6Y,1 year old baby sings and plays keyboard
/home/intern/interndata/vipul/BMT/submodules/video_features/kinetics/300.mp4,https://www.youtube.com/watch?v=JQdKGC3J7X8,032514 Gerri Smith Landon Testifies in Support of Medicaid Expansion
/home/intern/interndata/vipul/BMT/submodules/video_features/kinetics/301.mp4,https://www.youtube.com/watch?v=RZVbbcG9brk,AaronKenzietestifying
/home/intern/interndata/vipul/BMT/submodules/video_features/kinetics/302.mp4,https://www.youtube.com/watch?v=Exo06hMqONw,2010 CAA Track and Field Championships 1st place discus throw
/home/intern/interndata/vipul/BMT/submodules/video_features/kinetics/303.mp4,https://www.youtube.com/watch?v=HstTp7qfTNA,1506 Discus Throw
/home/intern/interndata/vipul/BMT/submodules/video_features/kinetics/304.mp4,https://www.youtube.com/watch?v=N95qMBy29As,A Little Campfire Cooking
/home/intern/interndata/vipul/BMT/submodules/video_features/kinetics/305.mp4,https://www.youtube.com/watch?v=Vz3Qt2KTYts,ALS window cleaning gloucester useing the powerful gutter sucker
/home/intern/interndata/vipul/BMT/submodules/video_features/kinetics/306.mp4,https://www.youtube.com/watch?v=PzuUZCSKOjo,1er salto Bungee Jumping Cajón del Maipo
/home/intern/interndata/vipul/BMT/submodules/video_features/kinetics/307.mp4,https://www.youtube.com/watch?v=6pimlhObJzQ,10th Annual Bungee Jump - July 10 2011
/home/intern/interndata/vipul/BMT/submodules/video_features/kinetics/308.mp4,https://www.youtube.com/watch?v=5OJDyaHkICM,150913 반포지구 버스킹 Busking DAY6
/home/intern/interndata/vipul/BMT/submodules/video_features/kinetics/309.mp4,https://www.youtube.com/watch?v=T8adU10EEHU,Amazing Saxophone At Finca Cortesin Spain
/home/intern/interndata/vipul/BMT/submodules/video_features/kinetics/310.mp4,https://www.youtube.com/watch?v=SAzqU7j4AXM,Adams Elephant Ride
/home/intern/interndata/vipul/BMT/submodules/video_features/kinetics/311.mp4,https://www.youtube.com/watch?v=LgyFEHt7Ckk,Abby on elephant ride
/home/intern/interndata/vipul/BMT/submodules/video_features/kinetics/312.mp4,https://www.youtube.com/watch?v=7reSrFJIwPc,15 Min or Less Oil Change
/home/intern/interndata/vipul/BMT/submodules/video_features/kinetics/313.mp4,https://www.youtube.com/watch?v=3DdeJINYo0A,07 Lexus IS250 AWD Oil Change and Oil Maint Reqd Light Reset HD
/home/intern/interndata/vipul/BMT/submodules/video_features/kinetics/314.mp4,https://www.youtube.com/watch?v=8K6xDEFeQwU,3000 Mile Oil Change Myth
/home/intern/interndata/vipul/BMT/submodules/video_features/kinetics/315.mp4,https://www.youtube.com/watch?v=CWvtEH0Mhy4,AMSOIL Oil Change Part 1
/home/intern/interndata/vipul/BMT/submodules/video_features/kinetics/316.mp4,https://www.youtube.com/watch?v=7kyidanyUbs,86 Honda Nighthawk 450 - Oil Change
/home/intern/interndata/vipul/BMT/submodules/video_features/kinetics/317.mp4,https://www.youtube.com/watch?v=LH6dWIMsMfw,1991 VW Golf Oil Change
/home/intern/interndata/vipul/BMT/submodules/video_features/kinetics/318.mp4,https://www.youtube.com/watch?v=WCwl5J2XPbE,Anne Boleyn Sugar Skull face painting tutorial
/home/intern/interndata/vipul/BMT/submodules/video_features/kinetics/319.mp4,https://www.youtube.com/watch?v=DZ33WgppUoc,A koala in OZ - Timelapse watercolour painting
/home/intern/interndata/vipul/BMT/submodules/video_features/kinetics/320.mp4,https://www.youtube.com/watch?v=M1SifLxFrec,ASMR Painting Model Titanic (Very Relaxing Experience)
/home/intern/interndata/vipul/BMT/submodules/video_features/kinetics/321.mp4,https://www.youtube.com/watch?v=-fCeHk-xpts,Ankit Sharma playing game of Squash
/home/intern/interndata/vipul/BMT/submodules/video_features/kinetics/322.mp4,https://www.youtube.com/watch?v=NZ3gzWiE0C8,250th Video! - Real Life Football Video! - Freekick Shooting etc 1
/home/intern/interndata/vipul/BMT/submodules/video_features/kinetics/323.mp4,https://www.youtube.com/watch?v=BSfmwamHSII,Amazing Football Shoots 2
/home/intern/interndata/vipul/BMT/submodules/video_features/kinetics/324.mp4,https://www.youtube.com/watch?v=VrlczAj4L_k,8 years football player-dribbling and shooting
/home/intern/interndata/vipul/BMT/submodules/video_features/kinetics/325.mp4,https://www.youtube.com/watch?v=ANoTi7XKlxg,ASMR shoe shine by Mario
/home/intern/interndata/vipul/BMT/submodules/video_features/kinetics/326.mp4,https://www.youtube.com/watch?v=GSXT_eQsCZc,African Stories I - Shoe Shining
/home/intern/interndata/vipul/BMT/submodules/video_features/kinetics/327.mp4,https://www.youtube.com/watch?v=PaXCmC_vV6o,Ann Shines Her Dad s Shoes nuskin
/home/intern/interndata/vipul/BMT/submodules/video_features/kinetics/328.mp4,https://www.youtube.com/watch?v=4v_k_oGDiJA,2 Japanese Style shoe shine Full HD(1080p)
/home/intern/interndata/vipul/BMT/submodules/video_features/kinetics/329.mp4,https://www.youtube.com/watch?v=6wUAVS2teiM,Alfred Uhl - Divertimento (pt1)
/home/intern/interndata/vipul/BMT/submodules/video_features/kinetics/330.mp4,https://www.youtube.com/watch?v=P-FK2B60ZC8,Andrew playing Clarinet
/home/intern/interndata/vipul/BMT/submodules/video_features/kinetics/331.mp4,https://www.youtube.com/watch?v=FB-06Eo5Rzw,Aleksandar Tasic-C M von Weber Concertino op26 (arrangement for clarinet and bass clarinet)
/home/intern/interndata/vipul/BMT/submodules/video_features/kinetics/332.mp4,https://www.youtube.com/watch?v=1s-BsMf-ov8,1st attempt of napkin folding
/home/intern/interndata/vipul/BMT/submodules/video_features/kinetics/333.mp4,https://www.youtube.com/watch?v=9auUXDwnpQ0,(Pracitice)Table Napkin Folding using Paper
/home/intern/interndata/vipul/BMT/submodules/video_features/kinetics/334.mp4,https://www.youtube.com/watch?v=5rimyDPt8ss,Altrincham Ice Rink 1985
/home/intern/interndata/vipul/BMT/submodules/video_features/kinetics/335.mp4,https://www.youtube.com/watch?v=LHGRtTi1aZE,Apple mountain faceplant
/home/intern/interndata/vipul/BMT/submodules/video_features/kinetics/336.mp4,https://www.youtube.com/watch?v=GpTGGmBdPac,Amazing Faceplant
/home/intern/interndata/vipul/BMT/submodules/video_features/kinetics/337.mp4,https://www.youtube.com/watch?v=LrAkZji8vOU,A timelapse of me driving my car
/home/intern/interndata/vipul/BMT/submodules/video_features/kinetics/338.mp4,https://www.youtube.com/watch?v=99UJkOEW_gw,1960s Family Convertible Car Looks Up NYC Skyline  Driving
/home/intern/interndata/vipul/BMT/submodules/video_features/kinetics/339.mp4,https://www.youtube.com/watch?v=-Ht7cIMt8n0,2014 Hyundai Veloster Review and Test Drive by Heather Tyson for the Car Pro
/home/intern/interndata/vipul/BMT/submodules/video_features/kinetics/340.mp4,https://www.youtube.com/watch?v=LfJWW4t8L6Y,Amazing Scuba Diving Adventure
/home/intern/interndata/vipul/BMT/submodules/video_features/kinetics/341.mp4,https://www.youtube.com/watch?v=IvKZyq3Vfic,14Scuba Diving Andaman Sea  Similan Islands Phuket Thailand ดำน้ำสิมิลัน
/home/intern/interndata/vipul/BMT/submodules/video_features/kinetics/342.mp4,https://www.youtube.com/watch?v=WDQWRlK7i0I,2015 Belize SCUBA Atoll Diving Light House Reef Atoll 243
/home/intern/interndata/vipul/BMT/submodules/video_features/kinetics/343.mp4,https://www.youtube.com/watch?v=J2dyZhOv_60,Amazing scuba diving in Barracuda lake Philippines Palawan Coron
/home/intern/interndata/vipul/BMT/submodules/video_features/kinetics/344.mp4,https://www.youtube.com/watch?v=90Dy43-Nd88,2012June30 Scuba Dive on FH-7 Oil Rig with PRIMOFISHCOM
/home/intern/interndata/vipul/BMT/submodules/video_features/kinetics/345.mp4,https://www.youtube.com/watch?v=JPmop4ouF8g,1125R Buell Motorcycle Exhaust Sound with D&D Slip on Exhaust
/home/intern/interndata/vipul/BMT/submodules/video_features/kinetics/346.mp4,https://www.youtube.com/watch?v=6yIlO0fjq0M,2013 Suzuki Motorcycle Demo Ride GSXR 1000 and Hayabusa - Part 2
/home/intern/interndata/vipul/BMT/submodules/video_features/kinetics/347.mp4,https://www.youtube.com/watch?v=GbapeQtjdX4,2013 Harley Davidson Fat Bob Test Ride w Impressions
/home/intern/interndata/vipul/BMT/submodules/video_features/kinetics/348.mp4,https://www.youtube.com/watch?v=CTBztSI0dtI,ADAM KID MOTORCYCLE BUILD BY MY FATHER him selfwanna try
/home/intern/interndata/vipul/BMT/submodules/video_features/kinetics/349.mp4,https://www.youtube.com/watch?v=3ek-uphsJvY,14 year old boys javelin AAU National Meet
/home/intern/interndata/vipul/BMT/submodules/video_features/kinetics/350.mp4,https://www.youtube.com/watch?v=QDcLF_HrOhk,20151016　第31回　日本ジュニア・ユース陸上競技選手権　女子やり投げ　北口榛花（旭川東3）　6投目　58m90   Women Javelin Throw  Haruka KITAGUCHI
/home/intern/interndata/vipul/BMT/submodules/video_features/kinetics/351.mp4,https://www.youtube.com/watch?v=07WCZvf1vk8,AS Mercedes Chilla an athlete in the Olympic race eight times Spanish champion in javelin throw
/home/intern/interndata/vipul/BMT/submodules/video_features/kinetics/352.mp4,https://www.youtube.com/watch?v=3ycheX5Y2SI,13 year old juggling soccer ball
/home/intern/interndata/vipul/BMT/submodules/video_features/kinetics/353.mp4,https://www.youtube.com/watch?v=S509RTTr2yM,41814 Alyssa M Pre-Juggling Soccer Ball
/home/intern/interndata/vipul/BMT/submodules/video_features/kinetics/354.mp4,https://www.youtube.com/watch?v=1ocS1NHyKO0,Anadolu Agency - Balatlar Church archaeological excavation
/home/intern/interndata/vipul/BMT/submodules/video_features/kinetics/355.mp4,https://www.youtube.com/watch?v=GcJ7Oxf3QXw,Archaeological Excavations in Jerusalem
/home/intern/interndata/vipul/BMT/submodules/video_features/kinetics/356.mp4,https://www.youtube.com/watch?v=Ru_UrMkVWYM,158FW Archaeology Dig
/home/intern/interndata/vipul/BMT/submodules/video_features/kinetics/357.mp4,https://www.youtube.com/watch?v=OHcfEsjwqkc,AFQTP - BACKHOE OPERATIONS - EXCAVATE LOAD AND BACKFILL MATERIAL
/home/intern/interndata/vipul/BMT/submodules/video_features/kinetics/358.mp4,https://www.youtube.com/watch?v=8b3rdQeAHK4,Archaeological Dig in Oxford
/home/intern/interndata/vipul/BMT/submodules/video_features/kinetics/359.mp4,https://www.youtube.com/watch?v=1VB6jn9_WjU,Archaeological Dig at Orwell Corner Historic Village
/home/intern/interndata/vipul/BMT/submodules/video_features/kinetics/360.mp4,https://www.youtube.com/watch?v=JlOTK6cAC-M,Ann Arbor Bonus Room Addition- Excavation
/home/intern/interndata/vipul/BMT/submodules/video_features/kinetics/361.mp4,https://www.youtube.com/watch?v=Ol7al8sVPCg,2003 Richards Basement Excavation
/home/intern/interndata/vipul/BMT/submodules/video_features/kinetics/362.mp4,https://www.youtube.com/watch?v=MSrzoyV2af8,4-yr Old Naomi Making Sisters Bed
/home/intern/interndata/vipul/BMT/submodules/video_features/kinetics/363.mp4,https://www.youtube.com/watch?v=Fu5F21GWxeM,2009 Lisas Bed Making Helpers 1
/home/intern/interndata/vipul/BMT/submodules/video_features/kinetics/364.mp4,https://www.youtube.com/watch?v=JML9i9oqr8c,Aliexpress hair review  Xuchang Ruiyu Hair  Wash Test!
/home/intern/interndata/vipul/BMT/submodules/video_features/kinetics/365.mp4,https://www.youtube.com/watch?v=0mLoZ1QRqzE,140809 Waya Eats Spaghetti
/home/intern/interndata/vipul/BMT/submodules/video_features/kinetics/366.mp4,https://www.youtube.com/watch?v=LY3iR9EF5nM,Aeon Eats Spaghetti for the first time
/home/intern/interndata/vipul/BMT/submodules/video_features/kinetics/367.mp4,https://www.youtube.com/watch?v=RuBwtmDBmtA,062909 - Eating Spaghetti
/home/intern/interndata/vipul/BMT/submodules/video_features/kinetics/368.mp4,https://www.youtube.com/watch?v=FpGiysTWYQE,Angela & Maddie Riding a Camel
/home/intern/interndata/vipul/BMT/submodules/video_features/kinetics/369.mp4,https://www.youtube.com/watch?v=7KW60DBl06I,2013 Records & Burpee Traveling Childrens Petting Zoo - Mum Riding a Camel
/home/intern/interndata/vipul/BMT/submodules/video_features/kinetics/370.mp4,https://www.youtube.com/watch?v=VTzMiEnhYqI,Arabian Girl Riding a Camel بنت بدوية تركب الجمل
/home/intern/interndata/vipul/BMT/submodules/video_features/kinetics/371.mp4,https://www.youtube.com/watch?v=DlVFwI4qhSU,AMERICAN DREAM COUNTRY LINE DANCE
/home/intern/interndata/vipul/BMT/submodules/video_features/kinetics/372.mp4,https://www.youtube.com/watch?v=NUZ_5ttOTaY,16 BARS COUNTRY LINE DANCE
/home/intern/interndata/vipul/BMT/submodules/video_features/kinetics/373.mp4,https://www.youtube.com/watch?v=4n0WtCpGsic,Alexander waiting in line to see Santa
/home/intern/interndata/vipul/BMT/submodules/video_features/kinetics/374.mp4,https://www.youtube.com/watch?v=SAuf9oNAiFs,1981 American Airlines Waiting in Line Commercial
/home/intern/interndata/vipul/BMT/submodules/video_features/kinetics/375.mp4,https://www.youtube.com/watch?v=SghD3IdkXS0,A 4 year old POV waiting in line at DisneyLand
/home/intern/interndata/vipul/BMT/submodules/video_features/kinetics/376.mp4,https://www.youtube.com/watch?v=JbjX0s4JB4k,Alan plays Reverie harp
/home/intern/interndata/vipul/BMT/submodules/video_features/kinetics/377.mp4,https://www.youtube.com/watch?v=GTty99NVnFA,Alejandra Medrano - 1 of 80 popular Harp Players in the World live in Abu Dhabi !!
/home/intern/interndata/vipul/BMT/submodules/video_features/kinetics/378.mp4,https://www.youtube.com/watch?v=5Cvfu-K0loc,5 year old boy plays harp for Amnesty Intl
/home/intern/interndata/vipul/BMT/submodules/video_features/kinetics/379.mp4,https://www.youtube.com/watch?v=1esObF7thb0,Adele To Make You Feel My Love on Harp played by Carys Ann
/home/intern/interndata/vipul/BMT/submodules/video_features/kinetics/380.mp4,https://www.youtube.com/watch?v=5O4VKlveAGQ,Adam drinking beer
/home/intern/interndata/vipul/BMT/submodules/video_features/kinetics/381.mp4,https://www.youtube.com/watch?v=G281zTMNc5A,Aahana baby drinking water
/home/intern/interndata/vipul/BMT/submodules/video_features/kinetics/382.mp4,https://www.youtube.com/watch?v=WoCiJZJnQH4,Abby drinking and keeping the beat 5 12 13
/home/intern/interndata/vipul/BMT/submodules/video_features/kinetics/383.mp4,https://www.youtube.com/watch?v=HAeHLh2e6ZU,Arcane Playing Cards Review (White and Black)
/home/intern/interndata/vipul/BMT/submodules/video_features/kinetics/384.mp4,https://www.youtube.com/watch?v=Slae4LuymPw,4 ACE TRICK REVEALED  MAGIC TRICKS REVEALED  MAGIC TRICK WITH CARDS  Beginner Magic
/home/intern/interndata/vipul/BMT/submodules/video_features/kinetics/385.mp4,https://www.youtube.com/watch?v=5s_gFWie1Ys,Amutuer beatbox
/home/intern/interndata/vipul/BMT/submodules/video_features/kinetics/386.mp4,https://www.youtube.com/watch?v=6eGkxncEZvY,2013 Canadian Beatbox Champs - Urubeats vs Feng - First Round [HD]
/home/intern/interndata/vipul/BMT/submodules/video_features/kinetics/387.mp4,https://www.youtube.com/watch?v=3j8nvrllg8Q,10 Year Old Trail Riding Mule - Molly - Ridden by 17 year old girl
/home/intern/interndata/vipul/BMT/submodules/video_features/kinetics/388.mp4,https://www.youtube.com/watch?v=LlhJpgUqUVg,ANYONE CAN RIDE JOHN MULE
/home/intern/interndata/vipul/BMT/submodules/video_features/kinetics/389.mp4,https://www.youtube.com/watch?v=TGY3-s3f-zY,Allen riding paint mule
/home/intern/interndata/vipul/BMT/submodules/video_features/kinetics/390.mp4,https://www.youtube.com/watch?v=P-3VjMBF9wk,05080214413g2 Cletus the riding mule
/home/intern/interndata/vipul/BMT/submodules/video_features/kinetics/391.mp4,https://www.youtube.com/watch?v=A9_QwZriy8k,2012 Grand canyon Mule ride
/home/intern/interndata/vipul/BMT/submodules/video_features/kinetics/392.mp4,https://www.youtube.com/watch?v=0CE_vXhy5NU,2014 03 03 - LuchoOfficial the Brindle Akita - Petting the guards of the neighborhood
/home/intern/interndata/vipul/BMT/submodules/video_features/kinetics/393.mp4,https://www.youtube.com/watch?v=AhOuiwdWFKc,April 5 14 - Puppy Petting
/home/intern/interndata/vipul/BMT/submodules/video_features/kinetics/394.mp4,https://www.youtube.com/watch?v=2mS2nh-bfbo,88 Drink a shot of piss
/home/intern/interndata/vipul/BMT/submodules/video_features/kinetics/395.mp4,https://www.youtube.com/watch?v=-5IEKkPiy3A,AERO BENDING COMPANY - Tube Bending and Sheet Metal Specialists
/home/intern/interndata/vipul/BMT/submodules/video_features/kinetics/396.mp4,https://www.youtube.com/watch?v=3WmrcK54EK0,Amazing pen tapping!
/home/intern/interndata/vipul/BMT/submodules/video_features/kinetics/397.mp4,https://www.youtube.com/watch?v=C1XF8cmtZxI,1980 Yamaha SS440 snowmobiling in Mt Hood OR area
/home/intern/interndata/vipul/BMT/submodules/video_features/kinetics/398.mp4,https://www.youtube.com/watch?v=WJiHRtP3KB4,A Snowmobile Crash
/home/intern/interndata/vipul/BMT/submodules/video_features/kinetics/399.mp4,https://www.youtube.com/watch?v=AYhuuoeSpnQ,41013 snowmobiling
/home/intern/interndata/vipul/BMT/submodules/video_features/kinetics/400.mp4,https://www.youtube.com/watch?v=Wa41EqymNN8,012345 Home Appliance Control Using TV Remote
/home/intern/interndata/vipul/BMT/submodules/video_features/kinetics/401.mp4,https://www.youtube.com/watch?v=NiWbC-hjwHU,Android Remote Control - Verbindung herstellen
/home/intern/interndata/vipul/BMT/submodules/video_features/kinetics/402.mp4,https://www.youtube.com/watch?v=MOq8hEgI4oE,Android Remote Control
/home/intern/interndata/vipul/BMT/submodules/video_features/kinetics/403.mp4,https://www.youtube.com/watch?v=FoQ5FQ0z7yg,A remote controlled car using bluetooth
/home/intern/interndata/vipul/BMT/submodules/video_features/kinetics/404.mp4,https://www.youtube.com/watch?v=EaInNJJ9VOM,Andrew trying to use the voice control on the remote
/home/intern/interndata/vipul/BMT/submodules/video_features/kinetics/405.mp4,https://www.youtube.com/watch?v=EOgUozzPKqc,Addisons first Easter egg hunt part 1 (13 months)
/home/intern/interndata/vipul/BMT/submodules/video_features/kinetics/406.mp4,https://www.youtube.com/watch?v=ANZMBmfuFQU,2015 Panhellenic Easter Egg Hunt at MTSU
/home/intern/interndata/vipul/BMT/submodules/video_features/kinetics/407.mp4,https://www.youtube.com/watch?v=KBDSxjDqd9M,5-6 years old KOREA ice hockey player
/home/intern/interndata/vipul/BMT/submodules/video_features/kinetics/408.mp4,https://www.youtube.com/watch?v=2sZPxUbzDXE,20160123162430 Hanover vs Pembroke boys ice hockey game played
/home/intern/interndata/vipul/BMT/submodules/video_features/kinetics/409.mp4,https://www.youtube.com/watch?v=6E8VqC-EM9I,1 - Hockey at Pines Ice Arena - Spring 2011 Squirt Play Off
/home/intern/interndata/vipul/BMT/submodules/video_features/kinetics/410.mp4,https://www.youtube.com/watch?v=9B6dw5QAgGo,5 year old ice hockey player in backyard rink
/home/intern/interndata/vipul/BMT/submodules/video_features/kinetics/411.mp4,https://www.youtube.com/watch?v=FqjWgc6fVJs,20151212155436 Hanover vs Plymouth North Boys Hockey game played at Hobomock Ice Arena
/home/intern/interndata/vipul/BMT/submodules/video_features/kinetics/412.mp4,https://www.youtube.com/watch?v=ThzGVv5OYYI,20151230203006 Silver Lake vs Rockland Ice Hockey game played at Hobomock Ice Arena
/home/intern/interndata/vipul/BMT/submodules/video_features/kinetics/413.mp4,https://www.youtube.com/watch?v=6DHA3XBntSs,1 mechanical  bull rider
/home/intern/interndata/vipul/BMT/submodules/video_features/kinetics/414.mp4,https://www.youtube.com/watch?v=3sFOzhy8M74,409 Saddle Rack Mechanical Bull Riding
/home/intern/interndata/vipul/BMT/submodules/video_features/kinetics/415.mp4,https://www.youtube.com/watch?v=SgxPcgp3kOQ,1st Rope Skipping Competition
/home/intern/interndata/vipul/BMT/submodules/video_features/kinetics/416.mp4,https://www.youtube.com/watch?v=OGtuxcQvJ4Q,2015 Spring Tree Planting Event
/home/intern/interndata/vipul/BMT/submodules/video_features/kinetics/417.mp4,https://www.youtube.com/watch?v=MASCOFZ2nrs,1 Day 1 Park 500 Trees planted - TD Tree Days Comes to Bramptons Homestead Park - Greenbelt TV
/home/intern/interndata/vipul/BMT/submodules/video_features/kinetics/418.mp4,https://www.youtube.com/watch?v=N5BBoUCjou0,100 trees planted in 6 minutes
/home/intern/interndata/vipul/BMT/submodules/video_features/kinetics/419.mp4,https://www.youtube.com/watch?v=N24UK2UlAUI,12 7 2011 Decorating the Christmas Tree I
/home/intern/interndata/vipul/BMT/submodules/video_features/kinetics/420.mp4,https://www.youtube.com/watch?v=3AA-wIkwZNk,Alex decorating the Christmas tree
/home/intern/interndata/vipul/BMT/submodules/video_features/kinetics/421.mp4,https://www.youtube.com/watch?v=8DooVEW76cQ,Andre went Parasailing
/home/intern/interndata/vipul/BMT/submodules/video_features/kinetics/422.mp4,https://www.youtube.com/watch?v=ILi0RIXn2X8,171009 Twn Trip - Opening Beer Bottle Leader Way
/home/intern/interndata/vipul/BMT/submodules/video_features/kinetics/423.mp4,https://www.youtube.com/watch?v=WaocBgqiSOQ,A fish caught every 10 seconds while ice fishing
/home/intern/interndata/vipul/BMT/submodules/video_features/kinetics/424.mp4,https://www.youtube.com/watch?v=7x1czbeH0Oc,Alberta Ice fishing 2016
/home/intern/interndata/vipul/BMT/submodules/video_features/kinetics/425.mp4,https://www.youtube.com/watch?v=8MM4kDIo_xA,A Nice Day of Ice Fishing
/home/intern/interndata/vipul/BMT/submodules/video_features/kinetics/426.mp4,https://www.youtube.com/watch?v=9GDuIdx_F1k,1st time ice fishing Highland lake NH
/home/intern/interndata/vipul/BMT/submodules/video_features/kinetics/427.mp4,https://www.youtube.com/watch?v=FvPiXjOlKT0,Adobe Brick Molding
/home/intern/interndata/vipul/BMT/submodules/video_features/kinetics/428.mp4,https://www.youtube.com/watch?v=BM1OzE9A4KE,2013 Revolution Football 9on9 Passing League  9-10 yr olds
/home/intern/interndata/vipul/BMT/submodules/video_features/kinetics/429.mp4,https://www.youtube.com/watch?v=IOFIusjCjBo,10 Year Old Quarterback with a 50 yard passing TDYouth Football
/home/intern/interndata/vipul/BMT/submodules/video_features/kinetics/430.mp4,https://www.youtube.com/watch?v=KKewiLAmxnY,2014 Football - Varsity vs Crestview - Touchdown Pass - Caleb
/home/intern/interndata/vipul/BMT/submodules/video_features/kinetics/431.mp4,https://www.youtube.com/watch?v=Bf0Zh42ApnU,ARM WRESTLING pulseadas luta de braÇo en bs as Argentina por claus zarateAVI
/home/intern/interndata/vipul/BMT/submodules/video_features/kinetics/432.mp4,https://www.youtube.com/watch?v=Vu9Z-Bkxtao,A teacher beat a student in arm wrestling
/home/intern/interndata/vipul/BMT/submodules/video_features/kinetics/433.mp4,https://www.youtube.com/watch?v=BRVskCdeV3Y,Anime arm wrestling!!!!!
/home/intern/interndata/vipul/BMT/submodules/video_features/kinetics/434.mp4,https://www.youtube.com/watch?v=91echGfsfj8,AISAT Cheering Competition 2010
/home/intern/interndata/vipul/BMT/submodules/video_features/kinetics/435.mp4,https://www.youtube.com/watch?v=IBIYHXRbP7c,1989 - Maxie Cheerleading Doll
/home/intern/interndata/vipul/BMT/submodules/video_features/kinetics/436.mp4,https://www.youtube.com/watch?v=MlRWGv8QDqc,2012 PBA Dream Game Halftime DLSU Cheering Squad
/home/intern/interndata/vipul/BMT/submodules/video_features/kinetics/437.mp4,https://www.youtube.com/watch?v=PBZRWL5uQM4,2014 Love House Cheering Team
/home/intern/interndata/vipul/BMT/submodules/video_features/kinetics/438.mp4,https://www.youtube.com/watch?v=1jGIC6iWlqI,49  Colegio Camilo Torres Cheer N2 All Stars Panthers - Departamental Gremios Cheer 2014
/home/intern/interndata/vipul/BMT/submodules/video_features/kinetics/439.mp4,https://www.youtube.com/watch?v=9oOPqXLsbqs,2007 WNCAA Cheering Competition - CSB
/home/intern/interndata/vipul/BMT/submodules/video_features/kinetics/440.mp4,https://www.youtube.com/watch?v=EyrCa1wPjn4,2013-2014 DMCHSM Yellow House Cheering Team (20131028)
/home/intern/interndata/vipul/BMT/submodules/video_features/kinetics/441.mp4,https://www.youtube.com/watch?v=8ZOE34aeH5M,18 districts cheering team competition 2012
